"S.No.","Zone & Circle","Ward Name","Vehicle Number","Route Name","Total","Covered","Not Covered","Coverage","Date","Route In Time","Route Out Time"
"454","3","38-Civil Lines","M065 UP85AG0888","W38R1","209","163","46","77","09-01-2026","07:08 AM","11:17 AM"
"455","4","51-Gaushala Nagar","UP14PT8106","W51R2","831","648","183","77","07-01-2026","06:14 AM","10:53 AM"
"456","2","36-Jaisingh Pura","M238 UP85ET 7831","W36R1","271","211","60","77","04-01-2026","07:38 AM","10:40 AM"
"457","4","51-Gaushala Nagar","M244 UP85AG0789_C","W51R3","629","489","140","77","02-01-2026","07:33 AM","11:03 AM"
"458","2","39-Mahavidhya Colony","M095    UP85AG0788","W39R2","303","235","68","77","09-01-2026","08:13 AM","12:13 PM"
"459","1","40-Rajkumar","M052 UP85AG0790","W40R1","133","103","30","77","08-01-2026","09:06 AM","11:20 AM"
"460","1","40-Rajkumar","M007 UP14PT7719_C","W40R2","115","89","26","77","03-01-2026","08:16 AM","10:44 AM"
"461","1","68-Shanti Nagar","M178 UP85AG0760","W68R1","621","480","141","77","02-01-2026","07:39 AM","12:51 PM"
"462","1","63-Maliyaan Sadar","M180 UP85AG0685","W63R2","343","265","78","77","02-01-2026","07:40 AM","09:53 AM"
"463","4","51-Gaushala Nagar","UP14PT8106","W51R2","831","642","189","77","08-01-2026","06:31 AM","12:15 PM"
"464","2","20-Krishna Nagar First","M235 UP85ET 7838_C","W20R2","510","394","116","77","01-01-2026","08:46 AM","11:53 AM"
"465","4","62-Mathura Darwaza","UP85FT2585","W62R1","399","308","91","77","08-01-2026","07:57 AM","09:16 AM"
"466","1","18-General ganj","RJ06GD5343","W18R1","337","260","77","77","04-01-2026","08:30 AM","01:27 PM"
"467","2","54-Pratap Nagar","M087  UP85AG0785","W54R1","647","499","148","77","01-01-2026","07:59 AM","10:39 AM"
"468","2","46-Radha Nagar","UP85FT2577","W46R1","61","47","14","77","08-01-2026","07:28 AM","01:42 PM"
"469","4","50-Patharpura","M099 0787","W50R1","178","137","41","76","08-01-2026","07:49 AM","11:10 AM"
"470","4","62-Mathura Darwaza","UP85FT2585","W62R1","399","307","92","76","07-01-2026","07:41 AM","12:40 PM"
"471","1","23-Aheer Pada","M072   UP85AG0803","W23R1","195","150","45","76","03-01-2026","07:04 AM","02:16 PM"
"472","2","48-Satoha Asangpur","M024 UP14PT7999","W48R2","13","10","3","76","08-01-2026","09:24 AM","10:55 AM"
"473","2","31-Navneet Nagar","M039 UP14PT7949","W31R3","370","284","86","76","02-01-2026","08:07 AM","12:54 PM"
"474","2","56-Mandi Randas","MR035-70148598","W56WBR1","77","59","18","76","05-01-2026","07:34 AM","10:03 AM"
"475","3","32-Ranchibagar","UP85FT2588","W32R1","235","180","55","76","07-01-2026","07:29 AM","09:44 AM"
"476","1","63-Maliyaan Sadar","M191 UP85AG0948","W63R1","371","284","87","76","03-01-2026","08:12 AM","10:34 AM"
"477","3","06-Aduki","M273 UP85ET 7846","W6R4","298","228","70","76","02-01-2026","07:43 AM","10:45 AM"
"478","1","19-Ramnagar Yamunapar","M115 UP85AG0887_C","W19R3","407","311","96","76","06-01-2026","07:41 AM","11:48 AM"
"479","3","32-Ranchibagar","M234 UP85ET 7832","W32R3","110","84","26","76","04-01-2026","07:26 AM","09:55 AM"
"480","2","24-Sarai Azamabad","M040 UP14PT7938","W24R6","55","42","13","76","08-01-2026","09:42 AM","10:57 AM"
"481","4","13-Sunrakh","M113   UP85AGT0966","W13R3","76","58","18","76","02-01-2026","09:13 AM","12:52 PM"
"482","2","46-Radha Nagar","UP85FT2577","W46R1","59","45","14","76","01-01-2026","07:07 AM","10:10 AM"
"483","4","67-Kemar Van","UP85ET7857","W67R2","198","151","47","76","03-01-2026","07:39 AM","11:16 AM"
"484","1","19-Ramnagar Yamunapar","M115 UP85AG0887_C","W19R3","404","308","96","76","01-01-2026","07:36 AM","11:52 AM"
"485","1","40-Rajkumar","M007 UP14PT7719_C","W40R2","147","112","35","76","06-01-2026","07:53 AM","12:04 PM"
"486","2","58-Gau Ghat","M183 UP85AG0912(ER)","W58R1","84","64","20","76","03-01-2026","07:11 AM","08:56 AM"
"487","3","32-Ranchibagar","UP85FT2588","W32R1","235","179","56","76","09-01-2026","06:56 AM","09:05 AM"
"488","1","18-General ganj","M027 UP14PT8097","W18R2","218","166","52","76","09-01-2026","07:16 AM","09:25 AM"
"489","3","59-Maholi Second","M233 UP85ET 7835","W59R2","113","86","27","76","08-01-2026","07:20 AM","10:18 AM"
"490","1","23-Aheer Pada","M072   UP85AG0803","W23R1","195","148","47","75","01-01-2026","07:06 AM","02:15 PM"
"491","3","59-Maholi Second","M233 UP85ET 7835","W59R2","112","85","27","75","03-01-2026","07:01 AM","08:50 AM"
"492","2","54-Pratap Nagar","M087  UP85AG0785","W54R1","649","492","157","75","06-01-2026","07:51 AM","11:39 AM"
"493","4","67-Kemar Van","UP85ET7857","W67R2","248","188","60","75","09-01-2026","08:15 AM","11:53 AM"
"494","4","69-Ratan Chhatri","M197 DL51GD9401_C","W69R3","49","37","12","75","06-01-2026","10:43 AM","11:08 AM"
"495","1","18-General ganj","RJ06GD5343","W18R1","322","243","79","75","02-01-2026","07:30 AM","12:34 PM"
"496","1","49-Daimpiriyal Nagar","M045  UP85AG0890_C","W49R4","57","43","14","75","09-01-2026","08:49 AM","12:15 PM"
"497","3","41-Dhaulipiau","UP85AG0756","W41R3","65","49","16","75","08-01-2026","07:05 AM","08:33 PM"
"498","4","51-Gaushala Nagar","M244 UP85AG0789_C","W51R3","629","474","155","75","06-01-2026","07:57 AM","11:20 AM"
"499","1","19-Ramnagar Yamunapar","M115 UP85AG0887_C","W19R3","404","304","100","75","02-01-2026","08:14 AM","11:30 AM"
"500","2","31-Navneet Nagar","M237 UP85ET 7866","W31R1","320","240","80","75","05-01-2026","07:44 AM","01:16 PM"
"501","1","35-Bankhandi","M008 UP14PT7996","W35R2","212","159","53","75","01-01-2026","07:54 AM","11:43 AM"
"502","4","13-Sunrakh","M113   UP85AGT0966","W13R3","76","57","19","75","08-01-2026","08:59 AM","11:34 AM"
"503","1","63-Maliyaan Sadar","M180 UP85AG0685","W63R2","343","257","86","74","01-01-2026","08:35 AM","11:10 AM"
"504","1","04-Ishapur Yamunapar","RJ06GD5309","W4R1","370","277","93","74","02-01-2026","08:05 AM","10:10 AM"
"505","1","18-General ganj","M256 UP85ET 7861","W18R2","218","163","55","74","07-01-2026","07:23 AM","01:08 PM"
"506","1","23-Aheer Pada","M072   UP85AG0803","W23R1","206","154","52","74","08-01-2026","07:12 AM","10:46 AM"
"507","2","31-Navneet Nagar","M237 UP85ET 7866","W31R1","320","239","81","74","08-01-2026","08:03 AM","12:55 PM"
"508","2","56-Mandi Randas","MR004-70147590","W56WBR2","59","44","15","74","04-01-2026","07:36 AM","07:58 AM"
"509","2","46-Radha Nagar","UP85FT2577","W46R1","59","44","15","74","02-01-2026","07:21 AM","10:04 AM"
"510","2","46-Radha Nagar","UP85FT2577","W46R1","59","44","15","74","06-01-2026","07:23 AM","10:52 AM"
"511","3","32-Ranchibagar","UP85FT2588","W32R1","228","170","58","74","03-01-2026","06:57 AM","09:04 AM"
"512","2","54-Pratap Nagar","M087  UP85AG0785","W54R1","647","482","165","74","02-01-2026","08:00 AM","11:30 AM"
"513","2","54-Pratap Nagar","M231 UP85ET 7837","W54R3","519","386","133","74","07-01-2026","08:22 AM","01:02 PM"
"514","1","18-General ganj","RJ06GD5343","W18R1","337","250","87","74","06-01-2026","07:44 AM","12:37 PM"
"515","4","21-Chaitanya Bihar","M022 UP14PT7993_C","W21R5","77","57","20","74","01-01-2026","08:09 AM","09:27 PM"
"516","2","24-Sarai Azamabad","MR034-70143664","W24MR1","100","74","26","74","02-01-2026","07:40 AM","10:22 AM"
"517","3","33-Palikhera","M076  UP85AG0779","W33R2","538","398","140","73","08-01-2026","07:46 AM","11:58 AM"
"518","4","51-Gaushala Nagar","UP14PT8106","W51R2","830","613","217","73","02-01-2026","06:11 AM","10:35 AM"
"519","3","57-Balajipuram","M102   UP85AG0758","W57R1","963","710","253","73","07-01-2026","07:33 AM","11:44 AM"
"520","3","57-Balajipuram","M102   UP85AG0758","W57R1","962","709","253","73","04-01-2026","07:26 AM","11:48 AM"
"521","2","45-Birla Mandir","M058 UP85AG0950","W45R1","343","252","91","73","01-01-2026","07:22 AM","10:50 AM"
"522","4","69-Ratan Chhatri","M197 DL51GD9401_C","W69R3","49","36","13","73","07-01-2026","10:08 AM","10:25 AM"
"523","4","51-Gaushala Nagar","UP14PT8106","W51R2","830","609","221","73","01-01-2026","06:18 AM","11:10 AM"
"524","1","42-Manoharpur","M011 DL51EV0215","W42R2","75","55","20","73","08-01-2026","08:30 AM","10:56 AM"
"525","2","56-Mandi Randas","M053 UP85AG0769","W56R2","15","11","4","73","07-01-2026","09:29 AM","12:07 PM"
"526","3","06-Aduki","M273 UP85ET 7846","W6R4","299","219","80","73","08-01-2026","08:47 AM","11:37 AM"
"527","1","49-Daimpiriyal Nagar","M038 UP14PT7753","W49R2","41","30","11","73","03-01-2026","07:15 AM","09:53 AM"
"528","1","42-Manoharpur","M011 DL51EV0215","W42R2","67","49","18","73","06-01-2026","09:57 AM","11:49 AM"
"529","1","18-General ganj","RJ06GD5343","W18R1","342","250","92","73","09-01-2026","06:52 AM","11:53 AM"
"530","2","12-Radhe Shyam Colony","M094   UP85AG0759","W12R1","453","331","122","73","03-01-2026","08:35 AM","11:59 AM"
"531","1","65-Holi Gali","M054 UP14PT7728","W65R3","167","122","45","73","07-01-2026","09:29 AM","10:42 AM"
"532","1","23-Aheer Pada","M072   UP85AG0803","W23R1","196","143","53","72","04-01-2026","06:57 AM","09:25 AM"
"533","2","37-Baldevpuri","M077  UP85AG0761_C","W37R1","403","294","109","72","04-01-2026","08:31 AM","10:33 AM"
"534","2","46-Radha Nagar","UP85FT2577","W46R1","59","43","16","72","05-01-2026","07:31 AM","11:01 AM"
"535","1","19-Ramnagar Yamunapar","RJ06GD5309","W19R2","460","335","125","72","01-01-2026","07:25 AM","12:42 PM"
"536","1","23-Aheer Pada","M072   UP85AG0803","W23R1","206","150","56","72","07-01-2026","07:07 AM","09:40 AM"
"537","4","67-Kemar Van","UP85ET7857","W67R2","198","144","54","72","01-01-2026","07:29 AM","10:45 AM"
"538","4","21-Chaitanya Bihar","M022 UP14PT7993_C","W21R5","77","56","21","72","03-01-2026","12:07 AM","08:46 PM"
"539","1","61-Chaubia Para","MR019-70148606","W61WBR4","44","32","12","72","07-01-2026","07:55 AM","09:47 AM"
"540","3","32-Ranchibagar","M234 UP85ET 7832","W32R3","95","69","26","72","01-01-2026","07:56 AM","12:24 PM"
"541","4","67-Kemar Van","M219 UP85AG0962","W67R1","113","82","31","72","05-01-2026","09:10 AM","12:07 PM"
"542","1","61-Chaubia Para","MR019-70148606","W61WBR4","40","29","11","72","05-01-2026","07:49 AM","09:55 AM"
"543","1","65-Holi Gali","M117   UP85AG0765_C","W65R2","127","92","35","72","06-01-2026","07:25 AM","11:37 AM"
"544","3","59-Maholi Second","UP85AG0777","W59R1","283","205","78","72","02-01-2026","07:47 AM","11:03 AM"
"545","2","31-Navneet Nagar","M039 UP14PT7949","W31R3","370","268","102","72","05-01-2026","07:50 AM","01:05 PM"
"546","4","51-Gaushala Nagar","M098   UP85AGT0956","W51R1","464","336","128","72","01-01-2026","08:14 AM","12:16 PM"
"547","4","51-Gaushala Nagar","M098   UP85AGT0956","W51R1","464","336","128","72","05-01-2026","08:14 AM","12:00 PM"
"548","2","12-Radhe Shyam Colony","M004 UP14PT7951","W12R4","540","391","149","72","07-01-2026","08:26 AM","11:51 AM"
"549","1","22-Badhri Nagar","RJO6GD1723","W22R1","282","204","78","72","02-01-2026","07:42 AM","12:30 PM"
"550","1","53-Krishna Puri","MR044-70147541","W53MR1","94","68","26","72","06-01-2026","08:36 AM","10:17 AM"
"551","2","43-Ganeshra","M036 UP14PT8105_C","W43R3","54","39","15","72","09-01-2026","07:35 AM","11:46 AM"
"552","4","67-Kemar Van","M219 UP85AG0962","W67R1","111","80","31","72","03-01-2026","08:24 AM","12:32 PM"
"553","1","42-Manoharpur","M011 DL51EV0215","W42R2","57","41","16","71","03-01-2026","07:44 AM","09:51 AM"
"554","4","34-Radhaniwas","UP85ET 7856","W34R1","576","414","162","71","03-01-2026","07:32 AM","01:02 PM"
"555","1","23-Aheer Pada","M072   UP85AG0803","W23R1","195","140","55","71","02-01-2026","07:01 AM","02:39 PM"
"556","2","48-Satoha Asangpur","M258 UP85ET 7843","W48R1","443","318","125","71","01-01-2026","07:25 AM","10:42 AM"
"557","3","32-Ranchibagar","UP85FT2588","W32R1","230","165","65","71","06-01-2026","07:09 AM","10:46 AM"
"558","4","13-Sunrakh","UP85ET7858","W13R4","256","183","73","71","09-01-2026","08:25 AM","12:26 PM"
"559","4","13-Sunrakh","M113   UP85AGT0966","W13R1","269","192","77","71","02-01-2026","07:42 AM","01:08 PM"
"560","4","51-Gaushala Nagar","M098   UP85AGT0956","W51R1","464","331","133","71","07-01-2026","08:04 AM","12:41 PM"
"561","1","19-Ramnagar Yamunapar","M115 UP85AG0887_C","W19R3","407","290","117","71","05-01-2026","07:44 AM","11:32 AM"
"562","2","46-Radha Nagar","UP85FT2577","W46R1","59","42","17","71","03-01-2026","07:42 AM","01:45 PM"
"563","4","51-Gaushala Nagar","M098   UP85AGT0956","W51R1","464","330","134","71","03-01-2026","07:58 AM","12:49 PM"
"564","1","04-Ishapur Yamunapar","RJ06GD5309","W4R1","370","263","107","71","03-01-2026","07:50 AM","10:14 AM"
"565","4","13-Sunrakh","M113   UP85AGT0966","W13R3","76","54","22","71","03-01-2026","08:08 AM","11:41 AM"
"566","4","67-Kemar Van","UP85ET7857","W67R2","248","176","72","70","07-01-2026","08:10 AM","11:29 AM"
"567","1","23-Aheer Pada","M072   UP85AG0803","W23R1","196","139","57","70","05-01-2026","06:59 AM","09:13 AM"
"568","3","33-Palikhera","M226 UP85AG0969","W33R1","385","273","112","70","07-01-2026","08:02 AM","02:20 PM"
"569","3","57-Balajipuram","M102   UP85AG0758","W57R1","962","681","281","70","03-01-2026","07:40 AM","11:46 AM"
"570","3","10-Aurangabad First","M268 UP85ET 7848","W10R1","284","201","83","70","08-01-2026","08:41 AM","12:01 PM"
"571","1","19-Ramnagar Yamunapar","M115 UP85AG0887_C","W19R3","427","302","125","70","07-01-2026","07:35 AM","11:10 AM"
"572","2","31-Navneet Nagar","M237 UP85ET 7866","W31R1","320","226","94","70","02-01-2026","08:04 AM","12:18 PM"
"573","1","07-Lohvan","M224 UP85AG0961","W7R2","238","168","70","70","02-01-2026","07:57 AM","10:41 AM"
"574","1","22-Badhri Nagar","RJO6GD1723","W22R1","282","199","83","70","03-01-2026","08:03 AM","12:42 PM"
"575","2","54-Pratap Nagar","M231 UP85ET 7837","W54R3","504","355","149","70","01-01-2026","07:43 AM","11:46 AM"
"576","4","13-Sunrakh","M113   UP85AGT0966","W13R1","284","200","84","70","08-01-2026","07:48 AM","10:30 AM"
"577","2","47-Dwarkapuri","M079   UP85AG0754","W47R3","161","113","48","70","06-01-2026","08:07 AM","08:54 AM"
"578","2","43-Ganeshra","M078   UP85AG0757","W43R4","57","40","17","70","01-01-2026","10:04 AM","10:43 AM"
"579","2","24-Sarai Azamabad","M040 UP14PT7938","W24R1","137","96","41","70","02-01-2026","07:52 AM","08:51 AM"
"580","2","37-Baldevpuri","M077  UP85AG0761_C","W37R1","404","283","121","70","08-01-2026","08:35 AM","11:42 AM"
"581","3","41-Dhaulipiau","M020 UP14PT7998","W41R1","406","284","122","69","07-01-2026","08:05 AM","11:33 AM"
"582","4","34-Radhaniwas","DL51GD9441","W34R3","557","389","168","69","05-01-2026","09:19 AM","12:24 PM"
"583","2","36-Jaisingh Pura","M019 UP14PT7945","W36R2","285","199","86","69","05-01-2026","08:09 AM","09:26 AM"
"584","1","65-Holi Gali","M117   UP85AG0765_C","W65R2","169","118","51","69","08-01-2026","07:33 AM","09:52 AM"
"585","1","61-Chaubia Para","MR022-70148549","W61WR3","129","90","39","69","06-01-2026","07:00 AM","09:40 AM"
"586","2","48-Satoha Asangpur","M258 UP85ET 7843","W48R1","449","313","136","69","09-01-2026","07:34 AM","10:23 AM"
"587","2","31-Navneet Nagar","M237 UP85ET 7866","W31R1","320","223","97","69","07-01-2026","07:55 AM","10:37 AM"
"588","1","49-Daimpiriyal Nagar","M045  UP85AG0890_C","W49R4","56","39","17","69","01-01-2026","07:58 AM","11:12 AM"
"589","1","40-Rajkumar","M007 UP14PT7719_C","W40R2","167","116","51","69","08-01-2026","09:57 AM","12:16 PM"
"590","2","16-Bakalpur","M101  UP85AG0751","W16R2","121","84","37","69","02-01-2026","08:27 AM","10:31 AM"
"591","1","23-Aheer Pada","M072   UP85AG0803","W23R1","196","136","60","69","06-01-2026","07:30 AM","09:29 AM"
"592","4","69-Ratan Chhatri","M197 DL51GD9401_C","W69R3","49","34","15","69","04-01-2026","12:30 PM","12:50 PM"
"593","3","32-Ranchibagar","UP85FT2588","W32R1","235","163","72","69","08-01-2026","07:38 AM","10:48 AM"
"594","3","41-Dhaulipiau","UP85AG0756","W41R3","65","45","20","69","09-01-2026","07:38 AM","09:51 AM"
"595","3","41-Dhaulipiau","M020 UP14PT7998","W41R1","406","281","125","69","09-01-2026","09:00 AM","11:55 AM"
"596","2","03-Girdharpur","M126  UP85AG0799","W3R1","289","200","89","69","05-01-2026","08:14 AM","10:18 AM"
"597","1","53-Krishna Puri","MR044-70147541","W53MR1","94","65","29","69","01-01-2026","08:48 AM","10:00 AM"
"598","1","04-Ishapur Yamunapar","M253 UP85ET 7854","W4R1","406","280","126","68","08-01-2026","08:26 AM","10:35 AM"
"599","1","61-Chaubia Para","M252 UP85ET 7850_C","W61R1_C","58","40","18","68","03-01-2026","07:23 AM","09:57 AM"
"600","2","43-Ganeshra","M078   UP85AG0757","W43R4","58","40","18","68","09-01-2026","10:10 AM","12:00 PM"
"601","4","67-Kemar Van","UP85ET7857","W67R2","248","171","77","68","08-01-2026","08:02 AM","12:15 PM"
"602","2","46-Radha Nagar","UP85FT2577","W46R1","61","42","19","68","09-01-2026","07:17 AM","11:53 AM"
"603","2","48-Satoha Asangpur","M258 UP85ET 7843","W48R1","443","305","138","68","03-01-2026","07:07 AM","10:24 AM"
"604","2","47-Dwarkapuri","UP14PT7748","W47R2","215","148","67","68","01-01-2026","07:12 AM","09:54 AM"
"605","2","56-Mandi Randas","MR035-70148598","W56WBR1","77","53","24","68","08-01-2026","07:40 AM","09:24 AM"
"606","3","01-Birjapur","M273 UP85ET 7846","W1R3","77","53","24","68","02-01-2026","08:35 AM","08:54 AM"
"607","3","10-Aurangabad First","M268 UP85ET 7848","W10R1","284","195","89","68","09-01-2026","08:10 AM","11:16 AM"
"608","1","26-Naya Nagla","M086   UP85AG0880","W26R1","188","129","59","68","08-01-2026","07:34 AM","11:14 AM"
"609","2","48-Satoha Asangpur","M258 UP85ET 7843","W48R1","449","308","141","68","05-01-2026","07:14 AM","10:24 AM"
"610","2","12-Radhe Shyam Colony","M094   UP85AG0759","W12R1","573","393","180","68","04-01-2026","07:19 AM","11:20 AM"
"611","3","57-Balajipuram","M201 UP85AG0755","W57R3","124","85","39","68","02-01-2026","08:10 AM","10:34 AM"
"612","1","14-Lakshmi Nagar Yamunapar","M256 UP85ET 7861","W14R1","651","446","205","68","08-01-2026","08:46 AM","11:48 AM"
"613","2","12-Radhe Shyam Colony","M094   UP85AG0759","W12R1","600","411","189","68","09-01-2026","08:04 AM","12:04 PM"
"614","1","63-Maliyaan Sadar","M180 UP85AG0685","W63R2","355","243","112","68","04-01-2026","08:18 AM","10:56 AM"
"615","2","47-Dwarkapuri","M236 UP85ET 7830","W47R1","399","273","126","68","07-01-2026","07:21 AM","11:10 AM"
"616","2","24-Sarai Azamabad","M040 UP14PT7938","W24R1","164","112","52","68","08-01-2026","08:20 AM","09:19 AM"
"617","2","12-Radhe Shyam Colony","M094   UP85AG0759","W12R1","600","409","191","68","07-01-2026","08:28 AM","01:13 PM"
"618","1","04-Ishapur Yamunapar","M253 UP85ET 7854","W4R1","406","276","130","67","07-01-2026","08:36 AM","11:44 AM"
"619","2","12-Radhe Shyam Colony","MR013-70147533","W12MR1","153","104","49","67","03-01-2026","07:54 AM","11:32 AM"
"620","2","36-Jaisingh Pura","M238 UP85ET 7831","W36R1","271","184","87","67","08-01-2026","08:05 AM","10:16 AM"
"621","3","27-Baad","M179 UP85AG0720_C","W27R1","383","260","123","67","06-01-2026","07:39 AM","09:29 AM"
"622","1","04-Ishapur Yamunapar","M006 UP14PT8096","W4R1","370","251","119","67","01-01-2026","08:37 AM","10:59 AM"
"623","3","41-Dhaulipiau","UP85AG0756","W41R3","65","44","21","67","07-01-2026","07:27 AM","11:03 AM"
"624","3","41-Dhaulipiau","UP85FT 2574","W41R3","65","44","21","67","03-01-2026","08:00 AM","10:04 AM"
"625","1","19-Ramnagar Yamunapar","M115 UP85AG0887_C","W19R3","407","275","132","67","04-01-2026","07:48 AM","11:48 AM"
"626","3","01-Birjapur","M273 UP85ET 7846","W1R3","77","52","25","67","08-01-2026","09:45 AM","10:06 AM"
"627","3","01-Birjapur","M273 UP85ET 7846","W1R3","77","52","25","67","06-01-2026","08:46 AM","09:03 AM"
"628","3","32-Ranchibagar","M234 UP85ET 7832","W32R3","95","64","31","67","03-01-2026","07:47 AM","09:09 AM"
"629","4","08-Atas","M204 UP85AG0955","W8R1","162","109","53","67","02-01-2026","08:52 AM","11:15 AM"
"630","2","24-Sarai Azamabad","M040 UP14PT7938","W24R6","55","37","18","67","07-01-2026","10:16 AM","11:07 AM"
"631","2","24-Sarai Azamabad","M040 UP14PT7938","W24R6","55","37","18","67","01-01-2026","09:24 AM","10:11 AM"
"632","2","24-Sarai Azamabad","M040 UP14PT7938","W24R6","55","37","18","67","03-01-2026","10:54 AM","11:54 AM"
"633","3","10-Aurangabad First","M268 UP85ET 7848","W10R1","284","191","93","67","01-01-2026","07:49 AM","11:41 AM"
"634","2","43-Ganeshra","M078   UP85AG0757","W43R4","58","39","19","67","08-01-2026","08:38 AM","10:43 AM"
"635","4","69-Ratan Chhatri","UP85FT2584","W69R2","128","86","42","67","07-01-2026","07:24 AM","10:37 AM"
"636","1","18-General ganj","M050 UP85AG0772_C","W18R2","219","147","72","67","01-01-2026","09:57 AM","02:10 PM"
"637","4","13-Sunrakh","M113   UP85AGT0966","W13R3","76","51","25","67","05-01-2026","08:21 AM","12:54 PM"
"638","2","24-Sarai Azamabad","M061 UP85AG0801","W24R5","373","250","123","67","07-01-2026","08:19 AM","10:34 AM"
"639","1","04-Ishapur Yamunapar","RJ06GD5309","W4R1","406","272","134","66","04-01-2026","07:04 AM","09:30 AM"
"640","2","03-Girdharpur","M126  UP85AG0799","W3R2","342","229","113","66","05-01-2026","11:14 AM","12:34 PM"
"641","4","67-Kemar Van","M219 UP85AG0962","W67R1","118","79","39","66","08-01-2026","09:48 AM","12:34 PM"
"642","3","57-Balajipuram","M201 UP85AG0755","W57R3","124","83","41","66","08-01-2026","09:23 AM","11:30 AM"
"643","3","52-Chandrapuri","UP85AG0949","W52R3","346","231","115","66","03-01-2026","08:27 AM","12:13 PM"
"644","3","52-Chandrapuri","UP85AG0949","W52R3","346","231","115","66","06-01-2026","08:53 AM","10:30 AM"
"645","2","43-Ganeshra","M036 UP14PT8105_C","W43R3","54","36","18","66","01-01-2026","07:35 AM","10:44 AM"
"646","2","36-Jaisingh Pura","M182 UP85AG0797","W36R3","33","22","11","66","08-01-2026","08:25 AM","11:41 AM"
"647","1","65-Holi Gali","M271 UP85ET 7847_C","W65R4","12","8","4","66","05-01-2026","07:34 AM","09:35 AM"
"648","4","67-Kemar Van","UP85ET7857","W67R2","206","137","69","66","06-01-2026","07:50 AM","11:20 AM"
"649","1","02-Ambedkar Nagar","MR029-70145446","W2MR1","208","138","70","66","09-01-2026","07:59 AM","10:22 AM"
"650","3","10-Aurangabad First","M268 UP85ET 7848","W10R1","284","188","96","66","02-01-2026","07:46 AM","10:04 AM"
"651","1","26-Naya Nagla","M228 UP85AG0775","W26R2","133","88","45","66","02-01-2026","08:58 AM","10:02 AM"
"652","3","41-Dhaulipiau","UP85FT 2574","W41R3","65","43","22","66","04-01-2026","07:21 AM","09:27 AM"
"653","3","57-Balajipuram","M102   UP85AG0758","W57R1","962","636","326","66","01-01-2026","07:37 AM","11:44 AM"
"654","3","59-Maholi Second","M233 UP85ET 7835","W59R2","112","74","38","66","06-01-2026","07:10 AM","08:36 AM"
"655","2","37-Baldevpuri","M254 UP85ET 7853","W37R2","624","412","212","66","09-01-2026","07:40 AM","10:35 AM"
"656","1","26-Naya Nagla","M086   UP85AG0880","W26R1","188","124","64","65","04-01-2026","07:40 AM","10:48 AM"
"657","2","20-Krishna Nagar First","M116 UP85AG0768","W20R2","511","337","174","65","09-01-2026","08:00 AM","12:06 PM"
"658","4","51-Gaushala Nagar","M098   UP85AGT0956","W51R1","464","306","158","65","08-01-2026","08:25 AM","10:52 AM"
"659","1","40-Rajkumar","M052 UP85AG0790","W40R1","91","60","31","65","03-01-2026","07:33 AM","09:49 AM"
"660","1","19-Ramnagar Yamunapar","M115 UP85AG0887_C","W19R3","427","281","146","65","08-01-2026","08:13 AM","12:14 PM"
"661","4","13-Sunrakh","M113   UP85AGT0966","W13R3","76","50","26","65","09-01-2026","09:14 AM","11:42 AM"
"662","4","13-Sunrakh","UP85ET7858","W13R4","251","165","86","65","02-01-2026","08:17 AM","10:11 AM"
"663","3","57-Balajipuram","M102   UP85AG0758","W57R1","962","632","330","65","06-01-2026","07:43 AM","10:43 AM"
"664","2","39-Mahavidhya Colony","M095    UP85AG0788","W39R2","303","199","104","65","05-01-2026","09:32 AM","12:41 PM"
"665","2","17-Bairaagpura","UP14PT7751","W17R1","431","283","148","65","02-01-2026","08:08 AM","10:48 AM"
"666","4","50-Patharpura","M099 0787","W50R1","160","105","55","65","06-01-2026","07:51 AM","11:21 AM"
"667","4","69-Ratan Chhatri","UP85FT2584","W69R2","128","84","44","65","05-01-2026","07:26 AM","08:09 PM"
"668","3","52-Chandrapuri","UP85AG0949","W52R3","346","227","119","65","02-01-2026","07:58 AM","12:04 PM"
"669","1","61-Chaubia Para","M252 UP85ET 7850_C","W61R1_C","180","118","62","65","08-01-2026","07:07 AM","01:17 PM"
"670","2","43-Ganeshra","M078   UP85AG0757","W43R4","58","38","20","65","07-01-2026","10:50 AM","11:57 AM"
"671","1","63-Maliyaan Sadar","M191 UP85AG0948","W63R1","371","243","128","65","04-01-2026","07:47 AM","09:25 AM"
"672","4","13-Sunrakh","M113   UP85AGT0966","W13R1","284","186","98","65","07-01-2026","08:02 AM","10:39 AM"
"673","2","48-Satoha Asangpur","M258 UP85ET 7843","W48R1","449","294","155","65","07-01-2026","07:13 AM","10:30 AM"
"674","4","21-Chaitanya Bihar","M263 UP85ET 7862","W21R4","280","183","97","65","01-01-2026","06:37 AM","12:38 PM"
"675","1","65-Holi Gali","M117   UP85AG0765_C","W65R2","127","83","44","65","05-01-2026","08:30 AM","08:31 AM"
"676","3","33-Palikhera","M226 UP85AG0969","W33R1","378","247","131","65","01-01-2026","07:05 AM","12:38 PM"
"677","4","13-Sunrakh","M113   UP85AGT0966","W13R1","271","177","94","65","05-01-2026","07:27 AM","01:17 PM"
"678","2","54-Pratap Nagar","M231 UP85ET 7837","W54R3","504","329","175","65","06-01-2026","07:59 AM","12:09 PM"
"679","2","24-Sarai Azamabad","M040 UP14PT7938","W24R1","164","107","57","65","09-01-2026","08:42 AM","10:25 AM"
